id,amount,contentIDs
kero2377,236,"242,1262,1533,1851,2614,2993,3949,6036,6037,17785,18347,18806,20188,22989,22995,23204,24311,24525,24943,25163,26246,26247,26467,26468,26469,26470,26471,26472,26473,26474,26721,26745,27377,27671,28079,29110,29111,29112,29113,29114,34778,34779,37306,42617,44727,48810,49653,51611,51612,52311,52398,52705,52760,53699,53700,53863,53918,54622,54642,54778,54842,56050,57145,57181,57372,58462,58463,58464,58465,58466,58467,58468,58885,61733,61807,62435,63272,63273,63274,63275,63715,64101,66357,66937,67374,67466,69442,69443,70037,70038,70330,70331,70332,70333,71087,71088,71351,74146,74188,74499,74750,74796,74797,74926,74927,74928,74929,74930,74931,74932,74933,74934,75192,75193,75194,75195,75196,75197,75528,76199,76290,76527,76732,77908,78803,78982,79038,79257,79930,80621,86704,88502,89248,89882,90259,90794,90903,91949,91994,92819,94667,94899,95384,95734,95735,95736,95737,95738,96193,96571,96805,97151,98038,98885,98886,98887,98888,98889,98890,98891,99622,99623,99934,100020,100021,101600,101814,102001,102002,102003,102304,102422,102829,102830,103270,103271,108522,108801,108802,108803,108804,109192,109193,109194,112022,112023,112024,114815,115045,115283,115341,115609,115705,115706,117327,118188,119453,119454,119993,121065,121066,121424,121503,123055,124322,124682,124683,124684,125432,125433,136124,139874,140030,142038,142258,142478,142479,142480,142481,142482,142483,142484,142485,142486,142487,142488,142739,143234,159255,160082,160494,160495,160496,160497,160498,160499"
gl6mp6,234,"930,954,2149,7504,10296,10782,10783,10784,11072,11396,12033,12309,12310,12683,12684,12685,13312,13656,13657,14000,14387,14388,14527,15229,15609,17747,21164,21785,22416,23466,28473,31194,32286,36440,37734,37735,38665,39212,39524,40126,40452,40516,40807,42633,44669,44670,44671,44672,44673,46126,47312,47952,48643,49887,51505,52516,52517,52756,52757,54152,54214,54276,54466,54967,56389,56390,57393,57801,57802,57803,57804,57805,57806,59219,59674,60134,60854,61110,66514,66587,67569,68141,68864,69537,69686,71030,72545,72627,72628,73374,73375,73550,73573,73610,73611,73694,73695,73941,74005,74072,74073,74283,74284,74341,74486,76185,78200,80510,82120,82320,83995,84442,84727,85696,86104,86811,89014,89015,89099,89828,90034,90400,91068,91404,91694,91845,91912,92069,92438,92776,93492,94083,94355,95310,96095,96214,96577,96578,96675,97056,97089,99239,100008,102107,102531,103631,105058,105978,106828,107211,109394,109846,113264,113381,113802,114778,115124,115804,115805,115806,116092,116953,117481,118348,119688,121538,122746,123565,124290,124357,126310,126372,127575,127616,127906,127907,129053,129077,129191,129570,130224,130985,131267,131470,133332,133438,136504,136771,139527,140714,144445,145954,145955,146980,148682,148902,149135,149618,151950,151991,152242,152708,152780,153015,153348,153524,153525,153567,153568,153616,153617,153758,153833,154006,154264,154415,154684,154685,155865,156275,156429,156636,156910,156911,157566,157633,157634,157779,158578,159049,160452,160827,161123,165821"
marunouchi,233,"217,1652,2663,2704,2820,2975,3120,3363,5021,6229,6493,6771,6772,7047,7640,7773,9254,9293,9334,9527,9528,9529,9659,9713,11662,12321,13239,16522,21200,21244,22647,23191,23827,24054,24873,24916,25803,25804,25862,25902,25946,26023,26238,26695,26842,36196,36424,36834,38533,41153,44368,47553,48192,48193,49523,52216,56296,56722,57051,57660,61628,61647,61648,61662,61693,61743,61744,61771,61772,62204,62248,62262,62524,62569,62973,63058,63059,63167,63192,63254,63429,63446,63495,63560,63663,63859,63869,63950,63951,64244,64293,64388,64781,71659,77348,77807,78698,78783,79213,79337,83340,83637,83841,84059,84091,84683,84684,84685,84686,84687,84688,84689,85327,85346,85423,85463,85702,85979,86150,86151,87359,87395,87486,87519,87543,87758,87778,87779,87912,88015,88222,88223,88224,88347,88635,88792,88870,89039,89040,89843,90019,91205,91298,93490,94147,94994,96820,97651,97746,98026,98410,99305,101105,102748,104232,108394,108520,108786,108865,108994,109029,109978,110617,116088,120459,121271,121506,121521,121559,121619,131330,131353,131378,131379,131404,131428,131760,131761,132225,132280,132281,132382,132409,133285,133605,133705,133825,133894,134158,134225,134267,134338,134568,134768,134769,134933,134934,134935,135113,135114,135203,135499,135500,136607,136760,136761,137248,137309,137412,137566,137857,137866,138771,139016,139936,140021,141234,150965,152873,153200,156916,156970,159315,161559,161560,162036,162144,162403,162668,163253,163845,164642,165536"
indium111,232,"106172,106280,106890,107278,107317,107399,107606,107607,107720,107758,107766,107965,108453,109175,109176,109177,109178,109179,109180,109181,109182,109183,109184,109668,109669,109788,110446,110447,110633,110634,112853,112967,112988,113016,113214,113215,113216,113217,113218,113466,113655,113717,113788,113805,113918,114496,114583,114797,115052,115101,115296,115342,115383,115830,115964,116437,116607,116730,116785,117058,117059,117060,117061,117062,117063,117335,117436,117437,117644,118207,118208,118463,118464,118612,118822,118872,119166,119286,119287,121028,121408,121409,121555,121685,121805,121806,121807,123269,124968,124969,128817,129803,134511,134512,134595,134604,134714,134779,134827,134828,134829,134830,134831,134832,134833,134834,134835,135171,135239,135260,135333,135391,135472,135485,135585,135749,135775,135957,136077,136078,136330,136539,136615,136641,136744,136753,137114,137115,137116,137117,137118,137119,137120,137121,137122,137123,137124,137125,137350,137351,137352,137377,140809,146296,146781,146934,146935,146936,147008,147009,147068,147069,147070,147071,147072,147189,147208,147244,148004,148005,148006,148007,148008,148009,148016,148048,148049,148196,148231,148302,148447,148503,148602,148624,148743,148842,148871,148892,148940,149586,149608,151554,151667,152957,153077,153227,153259,153416,153417,153686,154786,155897,156380,156450,156899,157570,157648,158412,158583,158675,158942,159123,159284,159730,159759,159904,159948,159971,160168,160207,160228,160251,160347,160348,160384,160411,160531,160532,160785,160819,160968,161142,161510,161511,164892,164893,165459,165603,165604,165605,166281,166706"
MoWilliams,231,"2401,3387,4054,4183,4500,4705,5152,5238,5254,5844,5860,6073,6306,6497,6552,8371,8650,9207,9378,9379,10136,12027,12984,23225,23317,23356,23379,23585,23733,23756,24145,24613,25207,31363,31417,31433,31517,31636,31637,31688,31689,32164,32165,32166,32167,32168,32169,32170,32171,32172,32173,32174,32175,32176,32177,32178,32179,32180,32443,32568,32626,33080,34192,34214,34306,34380,34447,34466,34654,35754,37276,37713,39218,43102,44360,44531,44730,45126,45599,46004,48196,49745,50834,53606,57916,58469,60958,60968,61242,61457,62209,62295,62530,62531,62572,62925,62944,64069,64070,64344,67007,67045,67963,68207,68394,69059,69491,69492,69654,69708,70004,70903,70998,71084,73117,73393,73394,73395,73551,73552,73735,74197,74809,75866,76538,77414,77457,77488,78296,78804,80219,80512,80513,80514,81166,81167,81381,82497,82540,84606,84627,84656,84935,85261,85429,85544,86100,88784,89143,89563,89606,89734,92111,92332,92712,92876,94027,94322,94734,96222,96270,96475,97349,98430,98454,98480,98580,98611,98653,98952,99241,99307,99344,99448,99483,106473,109300,114306,114574,114843,114898,114932,115038,115485,115861,115899,116486,116748,117223,117264,117898,118213,121470,122812,123022,124075,143577,145591,145592,145869,145870,146932,147019,147020,147080,148723,149031,149084,149231,149496,149652,149773,150388,150399,150445,150465,150944,151127,152297,154609,154610,154611,154828,154867,155169,157134,158374,158505,161084,161085,163050"
syuan870723,23,"226,393,10348,10634,20516,20746,25100,25285,26119,33345,37211,37938,51937,52037,52053,68088,80638,113458,113459,119204,119205,132606,140786"
bruce2248,23,"260,15975,15976,30035,44912,64998,66650,66974,109214,110147,111273,111274,128686,128893,132206,146109,146110,150333,156851,161345,161907,163182,163295"
ab4daa,23,"313,435,1296,40749,46859,47635,67178,76717,77744,80617,92714,93830,97300,113246,114395,121350,142403,143377,144109,158024,161887,165473,166529"
tenrehte,23,"365,1299,1309,1812,1848,3378,3468,5834,6254,6433,38979,39077,40407,40661,42754,65994,66679,67825,88282,105446,111840,132520,132862"
rbki3,23,"478,2006,4049,22837,22994,23872,24206,24317,24537,25597,27293,27571,27691,28124,29240,30274,58335,58336,61470,152175,152222,166821,166938"
eden1205,23,"868,5098,10555,11787,12127,12599,23376,47927,50089,50689,61163,69264,70515,79748,105041,138744,141002,141201,157667,166424,167243,167263,167375"
joice76x,23,"928,12790,22864,22865,23163,23375,39731,39732,40131,42525,43687,63092,87660,87661,125024,125043,126093,127330,127987,129062,131197,133451,136446"
eeveelugia2,23,"1091,1239,1712,5752,6712,7576,9014,9905,11407,12156,14034,14623,15792,24235,45683,46733,50810,52539,53639,54143,54286,54865,59987"
Tatami4931,23,"1104,1479,2680,2769,5036,25428,25726,47184,47981,48671,50070,52448,52486,55532,60954,65308,65924,66204,88321,97474,98109,103174,163830"
s910211,23,"1263,1592,8122,8207,8338,8387,10588,19638,20570,57004,57423,57452,59656,79405,81010,96485,96910,98440,98482,99646,99715,100967,101457"
querencia,23,"1459,19174,22679,29961,53046,56840,76615,76846,76858,76865,76882,77072,77082,77448,90827,93865,99791,101424,109610,113324,124758,141504,160640"
ging1110,23,"1951,5465,7392,17286,20412,28198,30935,43617,43910,44954,46199,47855,57782,66016,66280,66617,67036,67901,71856,89519,130945,151305,151805"
tabo7522,23,"2477,2478,2804,3186,4996,14332,14409,14410,14535,15195,15250,17210,18266,32600,47765,48877,52430,53442,53717,53771,54580,55020,55021"
ERiC0308QQ,23,"2569,4943,5646,13826,16149,32330,33819,36403,50335,53019,83058,86819,100654,105736,106653,109568,120286,124532,128685,144661,146162,147380,156757"
moike22,23,"3006,3099,3951,4490,5781,6429,6750,6758,7109,7267,7268,13950,14093,14907,16823,16824,21076,21204,50310,55747,105201,121932,150470"
k0030,23,"3430,4453,10250,47047,67592,67593,67594,67595,67596,67597,87426,87999,92923,111680,131688,131689,132719,133594,133744,133745,133850,142562,157433"
cashko,23,"3716,3900,4694,34183,34570,38580,41669,41670,46590,54946,57359,64894,75684,75861,84095,85588,85933,91062,110739,146772,147171,149978,164485"
SoftPig,23,"3876,4325,9582,28561,29747,44216,44283,61035,61036,89729,89826,90120,104572,104573,110825,112718,112719,121253,126452,139981,142990,147689,163644"
hung0925,23,"3970,4352,15697,49157,49490,50312,66796,71697,72397,73324,77454,86925,88013,90230,90231,91185,91981,132626,136853,137591,138729,139152,140386"
voluteer,23,"4142,4488,5958,5959,6549,6550,7689,10064,10526,11154,15331,22996,23591,23731,34892,36718,41577,88757,89386,123008,128194,138174,148178"
paytonii,23,"4294,10489,10963,11226,11733,11734,11735,11736,11737,11738,19107,46006,46007,57573,92666,94799,97509,98061,99301,100523,133693,137206,157344"
asheng,23,"5516,6101,21018,21933,22270,33514,33515,35045,35091,35424,36390,36608,36934,37467,43749,43750,58548,62094,62095,109371,117038,158381,159612"
minico03,23,"6053,7419,12379,13861,15249,26775,27490,36625,38064,38997,39537,42264,42423,43101,43891,49897,63780,67009,76181,79508,80060,85561,153010"
d86506,23,"6993,7405,16368,22455,23674,37573,55503,58619,58747,61339,62841,62842,70994,70995,78464,97243,117514,118288,118772,119657,123729,138140,163915"
Ahao,23,"7308,8343,16919,17397,21885,23669,37645,56936,62002,62381,63479,83909,93459,97710,119949,125490,125491,135854,136912,145685,147445,162022,162351"
yniori,23,"7527,7685,21743,21888,21952,27561,33084,86278,87240,95328,96200,96669,97348,98550,109513,129375,132495,138400,149481,150387,151444,151947,158827"
drea,23,"7649,7971,11562,11643,12595,16558,21838,22437,26366,30786,31260,31305,45684,60465,69510,76778,82108,82109,97450,100568,100569,117240,121855"
aa01081008tw,23,"7929,22502,33639,35472,43275,43276,46310,47014,47279,67224,69761,70001,70204,70737,72806,72807,72808,72809,72810,73788,74774,74909,161876"
syoboon1994,23,"8453,9148,10754,10778,10779,12161,18390,41797,43597,44060,44550,66461,66583,66912,67242,67432,67433,73852,81297,90366,112604,112667,113500"
qd6590,23,"8815,10667,39990,40387,40447,40500,40518,40611,41027,41218,41960,42049,42154,42863,44005,44189,44278,45053,46830,153484,154091,155114,163042"
questionboy,23,"8961,13780,15922,25383,26595,37322,39809,45458,46528,64088,64669,65015,66766,80432,80704,83144,85914,123208,127296,135895,138407,145634,145635"
seventhmoon,23,"11366,17856,19480,27181,27328,35073,47517,56270,65111,71310,71311,71312,71313,71314,71315,71316,71748,78295,107951,111173,123333,123334,127262"
rocklin8,23,"11474,16515,17036,19047,28775,33742,34511,35132,35542,61413,65211,65707,72071,83499,84744,85131,85643,99405,105439,109653,110047,110289,115682"
LYGO,23,"13342,22410,25731,27210,27515,27516,27517,27712,27795,27823,27883,27920,28065,28283,28344,28352,28919,28920,29036,29083,29084,29085,79452"
su06su06,23,"13726,39174,41524,43951,44434,48751,51483,51908,71780,72070,72479,75715,79959,99194,134013,134062,134522,135878,139118,139268,139630,141593,159592"
usaku,23,"13769,13770,16290,26653,30295,33968,33969,33970,43662,43663,84006,102088,104416,104731,104732,104733,117172,117173,124520,128708,128709,128710,159547"
matheyb,23,"13997,31963,36849,72226,72475,92082,92517,100255,100573,103861,104504,107234,107235,109438,115826,116174,117011,117658,131025,141236,158387,158861,163101"
sumo,23,"14043,14211,14531,16057,33346,33421,33422,34163,57228,58734,60587,79104,100661,100955,102213,103230,105309,118868,121544,121646,155550,155723,166994"
a1000359,23,"19324,25005,38484,47836,48784,50766,61111,63014,63101,77400,84444,85728,108179,112042,113093,127280,136415,154827,155174,161118,164912,166836,167038"
lordrobert,23,"19692,20173,29033,31336,56650,57226,65020,73542,77468,89111,100972,101119,105065,121643,123500,124853,130724,138100,142471,161899,166369,166570,166616"
roger4767,23,"19750,26703,27335,27336,29146,29147,29148,29149,29150,30725,30726,30848,40841,40842,40843,40844,42631,69866,69867,77030,78995,80992,91743"
gary0206,23,"19922,22581,39122,39123,42597,43816,52574,56175,56214,56905,59298,66199,70058,72403,75412,80115,87780,89036,89442,102136,110101,112752,115107"
zzzprince,23,"22165,25350,29217,29338,33188,34190,49706,66092,66164,69903,71862,89985,108311,110266,119398,134208,134209,136719,143433,144452,147817,163115,163909"
lwid,23,"22230,63041,63244,64114,64366,64581,65019,65896,66792,85353,87192,88865,95903,106369,106370,106371,106886,107436,109951,126059,126354,126630,165656"
hcc310,23,"22782,45373,56590,59679,64721,70458,70485,72485,78947,94771,119774,119850,119984,120674,120714,121182,122009,126750,131572,134496,156342,162763,162958"
kawo,23,"22815,25930,28771,31346,39571,77494,83956,91390,92756,105319,107051,107339,114036,114694,117541,131485,141752,141753,141754,141755,141756,142645,145327"
victorly,23,"24308,31503,31789,31790,31791,38940,40922,49044,49083,65604,65605,65606,88649,91574,95065,105896,118330,119071,119136,119578,138779,139311,159194"
superya,23,"24906,26034,26440,26948,27429,27566,27648,27726,27881,28110,28292,28789,28973,29698,57098,57967,58183,67345,75572,78614,78777,104133,108382"
OverInfinity,23,"25977,26832,26833,44798,57800,62562,62833,76784,77586,77696,83262,96786,100594,103869,106260,106807,106984,107196,125234,129029,145874,146277,146977"
iceman10427,23,"26426,54860,58392,83735,96412,96712,102030,102511,107397,107640,110162,124174,124197,124254,124324,124411,124412,136346,140853,150098,150348,163849,164396"
chudly,23,"27427,33170,43107,43108,43109,57193,62481,67069,67498,68839,69561,70061,70871,70912,74952,102335,106628,141995,142768,150989,156368,158034,161185"
chentosi1217,23,"30734,30909,30923,83565,83655,83656,83690,83765,84571,84572,84573,84588,102652,102696,102870,102871,103000,103501,104724,105797,106046,127217,132178"
smileyuki,23,"31341,32057,32520,32595,32634,32752,34237,34461,40523,50054,50651,61097,65422,82577,94859,107151,107374,121965,152591,153824,157457,158085,165260"
radiohead56,23,"32585,48178,52316,52317,62194,64342,68930,85522,85523,85879,87728,88137,89082,89457,89818,94534,97506,101448,101449,111445,111446,112346,118034"
lost0816,23,"37323,51949,55975,56793,57735,59243,66927,77179,79419,85204,85205,101894,102740,124638,129464,146267,146369,146655,146769,147168,149950,150967,152844"
paulabxz123,23,"79036,79633,79634,80351,102180,102225,112822,114310,116093,119486,120291,121562,129365,129775,131525,132109,147858,148057,150739,151580,154854,161377,163073"
lawyer94,23,"80062,82047,82318,83150,93082,100190,100191,100192,100570,103674,103815,104382,104843,105071,105777,106681,120290,123200,125688,130229,132101,132622,137163"
TYC2000,23,"90052,90053,97876,97877,97878,97879,97880,97881,97882,97883,97884,97885,97886,99788,99789,99790,112687,112688,114140,114141,115262,115263,115264"
