id,amount,contentIDs
sulaeric,10,"5365,9109,11034,11991,20681,20958,64323,82687,146067,166945"
aippa,10,"5405,17280,27763,41656,43780,88084,91822,128039,154381,158496"
asanoyumi,10,"5411,38333,40252,43495,43496,73479,100306,124785,124914,128004"
darren40119,10,"5472,6534,15404,26625,31611,31873,58554,90875,125785,150234"
Coslate,10,"5515,6181,13865,18248,26628,30162,33550,68925,96118,152729"
barton50195,10,"5556,12807,43703,92422,92801,110232,113097,120755,164438,164746"
stacyhuangss,10,"5562,14493,17509,61484,61633,62660,64538,64589,107728,107903"
linnom,10,"5584,16195,99069,100805,103338,109460,116196,117154,121480,156805"
ytcc,10,"6052,7871,8410,27970,28550,29196,29427,86861,94808,97523"
nildog,10,"6344,8767,15969,32366,33935,33936,33937,98705,100665,104306"
ioweiya,10,"6586,9069,14221,15103,27498,27626,29318,32052,32387,51200"
Madao0149,10,"6744,7403,7404,48755,49241,103805,104804,123151,128592,144415"
s203abc,10,"6793,22600,22601,47500,48224,48467,86605,112939,121033,162691"
MBV1698,10,"7123,7306,18996,20295,20688,48495,49749,88114,94884,98820"
rcf150cc,10,"7153,42416,93334,95512,102736,103125,104546,137925,149241,161985"
qweewqq,10,"7170,7171,7238,7260,7424,7979,8241,8483,8567,8597"
hgh70928,10,"7212,7213,41011,41318,49531,49884,50197,51048,51049,83820"
iverlung,10,"7338,7839,14799,15583,16717,20068,76800,77244,77690,118152"
FLy60169,10,"7712,16178,75608,94798,109455,132652,133699,137584,139761,161942"
LinSuchen,10,"8162,31949,35760,36884,37299,37885,38167,57669,87705,100481"
SS159,10,"8170,32766,36767,36768,37055,41912,44558,118240,150214,153772"
visviva,10,"8211,23901,23902,41427,122427,122428,134987,137760,138921,139191"
mj116,10,"8642,12678,23291,61746,87794,108518,109026,109027,112619,112620"
airswalker,10,"8704,9409,10119,14604,30004,30005,41082,125073,133524,141642"
tiger8019622,10,"9036,9454,27067,34899,54583,65046,66406,92918,94416,116270"
tomsonchiou,10,"9051,24509,41554,50484,59564,71464,71486,71806,134442,161556"
z2v2r2mk2,10,"9070,48508,80761,105766,116101,132489,142819,154597,154598,161342"
urzakim,10,"9099,25361,26337,26338,32478,44093,45261,45584,50601,58666"
arod0807,10,"9272,9759,10266,11302,66325,67812,71461,77204,151546,154571"
bluesee,10,"9541,10158,15193,15411,26927,30115,32364,37651,54997,81462"
mistylake,10,"9752,10114,14640,15107,76982,97137,98159,134477,136836,137218"
lesnaree2,10,"10354,16595,17042,17484,17624,17683,18198,18199,19513,20018"
mykabering,10,"10808,14123,14576,17812,19057,47061,96922,120117,122315,139106"
jamesz41210,10,"10895,19970,46489,46490,51309,68027,94608,95221,95222,127580"
serway99,10,"11198,14627,29694,31922,32089,32594,32864,48377,48485,79687"
c28127450,10,"11417,12013,12319,69280,69281,77158,77159,97842,119669,154009"
RogerWaters,10,"11852,12546,12547,12548,12549,12550,12551,12552,50468,159875"
godzilla0918,10,"11911,28185,33186,55846,63388,66405,67257,68984,79076,89287"
nicetree,10,"12959,24841,56623,61597,74141,77261,102926,116402,118746,124136"
SDNS,10,"13043,13925,14515,15381,17436,19118,19520,19679,20489,51260"
orgysolitude,10,"13135,26898,41013,68363,92470,110656,132866,133608,135339,151289"
davidpanda,10,"13690,27597,34862,45793,64594,74920,76854,115620,118941,123023"
vigorhsieh,10,"13973,66508,88304,132555,132876,134246,146194,146195,146393,163908"
strikeman,10,"14345,14346,14347,14348,17097,17334,17661,18298,21261,65563"
knifeking,10,"14596,25967,27876,53603,59257,63595,70791,88337,121845,123602"
blue09,10,"15102,15254,51897,94870,95013,95166,95474,97045,129065,150270"
a73456489,10,"15144,19387,20938,23153,40012,44113,50114,52835,58105,58709"
blove,10,"15348,18242,20248,20692,21013,22448,82512,89812,103844,134185"
TheDonDon,10,"15460,19238,91823,98975,98976,98977,100484,101029,103066,103326"
chris44099,10,"15940,37419,44789,99094,100257,105801,117188,120301,145663,156761"
marksky,10,"16037,16038,30374,41508,66709,92962,100748,111605,138940,139770"
q76211635,10,"16449,19919,23838,24300,25878,27412,57537,57580,57701,59644"
compacts,10,"17009,17128,17424,17745,31238,33694,53464,83412,94327,95773"
mb,10,"17175,17275,20250,26421,28163,28940,49033,49737,67163,123965"
misson,10,"17516,17585,17633,18279,20559,20853,49031,54407,56310,120170"
chrisjeremy,10,"18624,26950,33592,40576,59712,92322,104358,123860,143820,160756"
Bosco,10,"18632,19621,48131,55402,88234,89936,123519,129645,129646,135755"
als8855,10,"19093,25682,30170,37418,61170,63401,123144,151332,162583,166655"
FreeKnight,10,"19106,52180,52544,64298,64316,84240,89184,110170,118874,131014"
wantsleep,10,"19311,25328,26579,44965,67187,75658,77399,83253,160233,164996"
ihx00,10,"19357,21091,27792,28560,29032,31430,32930,33978,74463,123054"
brent43,10,"19492,31446,31447,60300,71616,110797,111351,112724,122620,122621"
hancke,10,"19732,20378,20379,20638,32931,38606,43061,82188,89188,98698"
npcxx,10,"19790,23660,25520,49704,94344,100347,107203,118789,138413,143878"
mojono,10,"20033,20896,24666,25518,37619,100216,115681,143568,166084,166539"
jackhg,10,"20268,49150,49187,70729,77267,83232,83233,88528,142565,167400"
kkiiccooo,10,"20438,20649,22387,24519,27688,74164,74213,75796,75914,100338"
bozen,10,"20840,23088,68850,71179,100625,146119,163572,164424,164425,167043"
mrtatami,10,"21241,33306,55069,81722,81766,81820,103907,103942,122517,122987"
OPissue,10,"21479,42146,42198,63277,91591,92020,122127,132021,133194,143399"
sulaman,10,"21486,53301,76080,102896,122512,123523,124932,128021,146098,146099"
saltylin,10,"22474,22475,22476,22802,23138,23811,23812,24609,29411,37684"
fatdoghusky,10,"22688,27521,31286,39816,44577,132930,148402,156471,164825,164826"
cvvbcvvb,10,"22917,23095,23349,28690,28763,29050,34221,117953,117977,118062"
ahlolha,10,"23342,23367,30593,30867,32310,33174,35473,48357,55582,102944"
Asasin,10,"23843,24428,26065,26066,26067,26068,26069,97063,102605,117772"
mike0327,10,"23866,24043,53567,60329,60477,82375,83041,116124,119659,155638"
isaluku,10,"25080,27305,27997,34224,34225,68202,71445,82086,82087,96622"
thaloyo,10,"25218,25219,63563,101075,101139,101729,114011,117548,124141,145995"
md3q6e,10,"25332,27693,58250,64437,80736,81031,82516,82517,99839,159137"
armedlove,10,"25412,30442,43492,63810,82899,86844,107541,148106,151765,152299"
sparklekyu,10,"25747,26627,26996,41649,60691,100747,103650,103804,106702,156764"
buwa56,10,"26126,27701,27978,28093,58161,59347,59692,60223,60750,132761"
nightff,10,"26405,29340,40022,45622,45740,52645,52646,54572,88012,111653"
wl3bp6283,10,"26546,30959,109506,117118,125393,125394,132473,132474,133637,148957"
paytonfu,10,"27844,31405,90628,113910,126807,135606,138474,139753,144742,157337"
hesashiaaron,10,"28474,28564,28821,29214,29328,29562,82035,82301,125478,164085"
makki,10,"29992,29993,29994,34115,41659,66743,66744,66745,66746,66747"
rik,10,"30468,40474,40511,41064,43140,43339,44266,93239,94172,160735"
j9145,10,"30889,66330,66364,67791,67792,67970,71598,79899,79900,92833"
toshism,10,"30994,33992,61738,63025,64335,67343,128173,129334,141808,149977"
wayhowhown,10,"31098,35550,49294,107538,108046,109656,165877,166722,166788,166932"
chipher,10,"32762,33628,42747,46880,65555,72122,83070,148710,156868,159524"
TBOC,10,"34267,36030,38451,40314,67149,67754,109493,150672,162613,163002"
chineseyen,10,"34804,51885,79462,93426,93955,94406,116470,116561,120761,137182"
eknbz,10,"35336,35406,150346,151581,152135,152564,152709,152710,152826,152827"
paul007,10,"35358,36011,36635,37794,40089,41384,42490,42560,43464,71854"
ronald6786,10,"37499,54052,54737,54995,55062,55106,55225,55525,55758,62181"
FirstService,10,"39395,40217,40218,54648,54726,55693,55741,55854,56426,64507"
linweijie,10,"39767,77543,77720,80608,97039,106101,109598,117051,119678,143680"
gigiii1134,10,"40923,46305,46306,46307,46308,51201,55780,85815,85950,96272"
shown21,10,"43627,68885,86886,127212,128614,128615,128616,133765,137761,159517"
eternalecho,10,"44271,44514,46468,72213,89079,89080,93457,94090,107525,157685"
HuliYh,10,"45444,45559,48360,114672,114673,114674,135157,137105,137106,158806"
skywgu,10,"45539,45929,46025,66334,86345,86365,86878,90183,126573,126936"
taiwanrules,10,"48085,48086,57377,68709,88959,92327,99798,99799,99800,120667"
humility,10,"50120,51761,79173,79958,108205,108620,112084,113005,113040,131472"
FFFFFFFF,10,"50411,64083,84839,113507,116997,137734,139063,146334,158053,159007"
JeanSijhih,10,"52690,53015,55542,55550,67328,121369,142384,149934,151338,158050"
lordray1,10,"53906,68113,68203,69128,69238,70117,70445,70829,72266,167379"
george00799,10,"56566,56649,57131,61577,131903,132671,133703,134331,135222,159569"
zzzuuu,10,"57849,60140,75882,83903,105233,105328,137113,138286,138814,153494"
zombie5623,10,"58301,115522,116355,116523,140094,140095,155563,158977,159294,159358"
princeguitar,10,"58572,63365,63614,86299,86489,86857,88965,105771,108023,165304"
shainn,10,"61993,100213,103985,125825,125876,125925,126221,126706,126874,144666"
guohuo,10,"62915,74673,105479,105480,107360,115701,126153,126161,156994,164633"
asddsatw,10,"63312,65375,65701,87454,107492,107696,130095,130096,130533,132260"
hibaru710218,10,"64109,69687,69785,69786,69787,69788,71880,73122,73344,75641"
Cain13,10,"65403,77867,79461,80138,83717,84863,107456,117925,129378,139151"
gauiugr,10,"68158,69940,69941,69942,69943,69944,69945,69946,69947,69948"
jaredex02,10,"68922,100308,104360,117032,124496,124497,132148,132547,141613,144631"
asderavo,10,"70249,70610,86791,91783,127283,130167,143012,143419,150677,165323"
fridliou,10,"73843,114887,116221,149716,149717,149718,149719,149720,152121,167016"
Hazelburn,10,"78379,96110,97229,98265,101301,101302,101303,101304,101305,101451"
rigor,10,"79094,97542,98054,98065,101495,155845,155846,155875,156132,156653"
chenggong,10,"79710,79846,86656,100072,113336,120376,124148,140591,155553,167320"
jhsu889,10,"83221,103365,104837,106601,125702,125703,125704,141634,145829,145830"
star07,10,"84320,96549,97086,104095,110160,114003,136215,141842,151329,162658"
momo28,10,"89629,89630,92701,93912,111375,111376,121593,121697,121724,121880"
chunhung0904,10,"91624,92117,92871,96636,109055,111836,112537,118864,138854,139717"
zonezone,10,"94087,114049,116463,138421,138615,139166,140175,140709,145347,152879"
Chuckj,10,"104159,114933,124585,124883,125092,131460,133019,134561,135919,137225"
johnnytw,10,"104291,105791,111678,111679,124132,125546,125547,129661,135930,156703"
solid1109,10,"110008,110009,111458,111894,112081,117736,117856,117946,117967,118075"
bowhumi,10,"122695,122696,122697,122698,122699,122700,122701,122702,122703,122704"
kobe143,10,"125466,125467,125468,125469,125470,125471,125472,125473,125474,125475"
zoeapezoo,10,"134669,140143,141789,141790,143254,143685,144929,158743,161436,162848"
snobbish,10,"135987,137669,138103,148970,149891,150055,150500,150756,151071,152105"
ganso006,10,"136112,136724,140127,142534,143280,143698,143927,145248,148334,152749"
aoyama618,10,"136413,144420,159448,160399,160825,161379,166828,166975,167258,167290"
macaron5566,10,"143356,143357,143358,146620,146621,146717,146718,146719,146720,167336"
cycisme,1,70
taeyeonkimm,1,102
colin79813,1,157
echo50034,1,165
iwind,1,169
joey89116,1,178
ChaiFortune,1,185
sunblues,1,208
qwerty789,1,212
Pianos,1,240
jacky8336,1,273
bruceXD,1,303
Tochter,1,357
kingard9632,1,359
kootata,1,360
jsdf,1,362
BestSonaTW,1,375
caprigemi,1,382
louse711028,1,386
bbpe,1,398
WhoLoveMe,1,402
ilutc,1,407
bullk,1,415
andy19910223,1,416
Hiromitsu,1,418
timo2013,1,420
sister4949,1,421
lian141,1,425
fescan,1,430
morgan860320,1,434
konami315,1,441
believewei,1,443
zhonghui,1,448
ahno,1,450
hohohho,1,452
AKUSU,1,454
MeloKing,1,459
Luciferisgod,1,463
eason528,1,467
za527,1,473
edwin5571832,1,474
h0250918,1,482
astroboy1204,1,483
ahong88105,1,499
porpoisewise,1,502
labosonix,1,504
yappydog,1,508
smartchou,1,513
pjck27,1,517
harry1994011,1,525
alanismei,1,526
bal3,1,527
pomai,1,530
waa6418,1,532
mushroom0857,1,534
lincnan,1,536
QQQQQo,1,537
zoelovejin,1,539
emilyintel,1,543
poi777,1,544
jacky629,1,545
HANSTW,1,547
Marginal,1,552
hhwwhw,1,572
dragunov,1,579
nick101,1,584
zzzyoyoyo,1,588
k2216ss,1,591
jaycle,1,592
Frank0113,1,596
thisis127,1,600
rfichiro,1,606
ericbaker,1,607
baseballman,1,609
kshank06,1,610
mcse520,1,614
patrick1016,1,622
doraping,1,624
arkun,1,626
Q1234QQQ,1,629
thechang,1,632
PCHiding360,1,635
oREDmg,1,638
cgsh32014,1,639
AmazingKuo,1,641
jpjp927,1,646
harddriver,1,647
chenging,1,648
mark861121,1,651
ngilisigoa,1,653
putin311,1,654
collman03,1,655
s813082,1,656
lbjfans23,1,660
MisawaOtoha,1,661
alvin5566,1,662
tony20529,1,678
cyanineeeee,1,680
family2909,1,682
kyova,1,683
japs30430,1,685
ilovePata,1,691
luckyfly91,1,692
babiter,1,694
Harbin,1,697
f0915034335,1,700
s142395,1,702
iyppuafq,1,703
paz1117,1,711
cothuho,1,712
cockptt0929,1,715
Timmy21,1,718
mbmj0925,1,719
HIKONA,1,826
ohha0221,1,851
warren123,1,854
rickan,1,926
reterk,1,955
minaj,1,1003
dfg99,1,1120
juneyjs,1,1123
simpleplanya,1,1176
mypurple,1,1188
s89162504,1,1189
gomany437,1,1192
Somehow5566,1,1210
giancarlo82,1,1223
JianNianLu,1,1355
yude,1,1362
e20288,1,1385
iifz32,1,1399
jeff123,1,1461
pig6033666,1,1500
kevining35,1,1512
dragoneminem,1,1520
mscmobitai,1,1531
bnm347946,1,1587
sendoh1231,1,1595
yupc0109,1,1621
BKD,1,1656
AceGuard,1,1668
a27938686,1,1703
jahen,1,1704
FateCool,1,1732
agneys,1,1736
Wien,1,1787
buki0826,1,1795
nelson7061,1,1796
wega,1,1798
yumimaple,1,1825
chiayu0802,1,1856
aa98403,1,1877
msgm0731,1,1883
a910343,1,1891
iLight,1,1912
rockheart,1,1931
Rosenkreuz,1,2000
sauber,1,2048
shawnext,1,2069
gn601095,1,2096
tiku123,1,2113
popjay,1,2146
wwwoo,1,2219
byronlee,1,2231
awanya,1,2254
harukain,1,2287
hkr91511208,1,2294
lavalier,1,2341
sky73910,1,2383
l80382,1,2413
neseddy,1,2426
ohyeahbb,1,2473
yozora00,1,2476
tu3010,1,2480
ts00311299,1,2490
khorosho,1,2499
t21,1,2501
timbao,1,2508
EgMercury,1,2512
fang7211,1,2516
xyyx0524,1,2529
luxurleaf,1,2557
jevan,1,2558
Absioute,1,2566
nwoxl,1,2573
friendly4713,1,2587
coolmark01,1,2596
sharkdd,1,2603
anyne,1,2610
SGBA,1,2622
GIE13,1,2635
nelson052,1,2642
atrain8,1,2739
kobe5487,1,2749
heatsink,1,2757
verybiggun,1,2951
just206,1,2957
dolphan,1,2994
yeshe,1,3009
keigo0508,1,3131
jamesyang,1,3134
engineer1,1,3135
HOYA0071,1,3180
hsnu7980,1,3190
uyulala,1,3221
ChenJJay,1,3233
abesekando,1,3252
Zhenstitch,1,3270
areett,1,3307
remi511,1,3321
NoSex,1,3341
tearcolor,1,3375
ABOQQ,1,3382
ciccio,1,3388
vcooter,1,3390
sccsct,1,3408
blairc,1,3421
shengyong,1,3458
cyl61123,1,3535
wsx1230g,1,3548
biaggi2,1,3549
holydon,1,3553
hiroshiii,1,3599
thirdlittle,1,3724
phoebi,1,3734
mvpvul,1,3737
gtobyg,1,3807
tmbrlnd,1,3841
jinnjinn,1,3907
xinghh,1,3962
yuechen,1,3966
kig88,1,3989
Albert666,1,3996
alan15161718,1,4004
andyher,1,4021
GTO520,1,4056
awney,1,4077
balancez,1,4086
augustinyang,1,4088
hillkoko,1,4106
gigigaga747,1,4110
rexgiraffe,1,4123
orz800504,1,4128
memo105,1,4129
JennieCat,1,4143
a26573633,1,4153
kenghaur,1,4167
twinkle8420,1,4217
DelicateBud,1,4219
medama,1,4222
larrykao,1,4253
miq,1,4291
chu3,1,4293
umyiwen,1,4382
plumtreeman,1,4399
yenmeshon,1,4417
PaseIsGOOD,1,4423
siaumin,1,4424
wojciech,1,4434
j23932,1,4438
shryuhuai,1,4469
bsbvicky,1,4477
hnjsh,1,4511
etop,1,4515
jetalpha,1,4517
original10,1,4569
imtheking,1,4603
DaringDo,1,4649
lilafish,1,4683
IDfor2010,1,4688
abc53,1,4697
e23718,1,4698
yiyun0817,1,4907
simonscott88,1,4920
mkw,1,4923
chevalier153,1,4934
rebecca70,1,4972
baihome,1,5013
Salty,1,5016
shihweng,1,5041
kobegane,1,5051
president2,1,5059
youjunjer,1,5069
Brotherone,1,5081
mikesky,1,5099
aiguo,1,5107
fcupu,1,5112
myown621,1,5127
囧rz,1,5167
0_9,1,5168
cuteboy70,1,5212
exarawdon,1,5270
tajen26,1,5272
ts00422832,1,5311
cutesuzuna,1,5313
zxzxas,1,5315
cocochris,1,5320
sky070650,1,5329
kaikai5566,1,5331
muen1003,1,5371
h70575,1,5374
asole,1,5375
junyou0910,1,5377
linkinflyer,1,5397
y731112,1,5398
kizu1124,1,5402
hobbes,1,5433
morgen123,1,5451
lazykit,1,5454
fluoride,1,5455
ch25,1,5456
hunter0922,1,5460
howarddddd,1,5468
sh0101,1,5469
jackchain,1,5475
micpen,1,5496
cochu,1,5500
mrniceguy,1,5514
Kaiokevin,1,5536
may87,1,5538
koringo,1,5545
WentBrad,1,5553
JiangMt,1,5559
eggrolls,1,5561
kazaf5,1,5572
SPARKLELIN,1,5580
amikou,1,5582
WTFDARK,1,5585
aibltjv,1,5590
fantasylord,1,5595
Douglas,1,5596
wade0330,1,5611
sjchu,1,5614
SianGe,1,5625
focustage,1,5627
xLiC,1,5629
ericyen2110,1,5634
choe9129,1,5639
oliver32127,1,5641
a1234555,1,5644
harday,1,5659
yongyong,1,5674
ankimi,1,5679
lily90502,1,5681
seai2,1,5683
OOMOONCAKEOO,1,5684
tonytl6962,1,5704
smile75896,1,5775
kohara,1,5825
simoncha,1,5966
g86712014,1,5986
sexdriver,1,6032
TiffanyPany,1,6040
cayalst,1,6043
cityse,1,6075
bnnann,1,6080
g811201,1,6094
tacol,1,6117
chingyiwu,1,6122
sheetingyi,1,6127
pikachu0502,1,6132
g900314,1,6144
pomr8177,1,6145
yong9812,1,6157
kb0869,1,6163
H3Cita,1,6166
ggqtc5019,1,6174
w90835,1,6175
ab31cd32,1,6180
ashin1217,1,6186
kudoshaki,1,6192
roymustang,1,6197
lucky78,1,6206
shell922,1,6219
aq9021,1,6232
sinho,1,6252
arrypou,1,6376
blablabla,1,6408
tinachan,1,6435
Wang571,1,6455
bonds25,1,6476
SalDuar,1,6485
kevingj94,1,6486
mouse800819,1,6511
japanmuta,1,6513
lwdlovecwl,1,6551
rich0206,1,6704
b734123000,1,6714
Solitary,1,6777
maxaaa,1,6838
opqwopqw,1,6851
Utley26,1,6863
peter579,1,6875
ll33457791,1,6895
badalghost,1,6909
ggyy8787,1,6991
xxxcc,1,6998
GeminiShiny,1,7019
JointBank,1,7159
dreamed,1,7232
Guan63941,1,7281
fengweikang,1,7293
LoveJocelyn,1,7318
t2e0r4y6,1,7333
hisayoshi,1,7378
kitedolphin,1,7382
fivehao,1,7398
coldevans,1,7418
howminnie,1,7423
chink5566,1,7538
HIPHOPPIG,1,7557
omega72,1,7584
maxliao,1,7589
justalesi,1,7626
aza0290,1,7662
yenchem,1,7708
RPHero,1,7720
bg2113,1,7746
E517,1,7751
Cha23Cha,1,7800
jabbar138,1,7980
awei3952,1,8021
Scerli,1,8048
wanglanchang,1,8057
NA83U4,1,8088
lucus,1,8116
ivor0317,1,8154
comahoma,1,8157
hsuyusheng,1,8173
anthony148,1,8202
zenfone5566,1,8245
MerinoSheep,1,8277
alex00089,1,8281
takizawa5566,1,8299
redmi2,1,8318
lavender717,1,8396
loveponpon,1,8409
p55155,1,8433
musashi1006,1,8452
daliares,1,8478
no4,1,8512
marsdaddy,1,8555
greg2windy,1,8565
crazyM,1,8591
JUSTOUR,1,8619
momoMove,1,8626
berserker507,1,8629
swavi,1,8664
kenned,1,8668
x1134b,1,8719
alexmusic,1,8720
s785602,1,8723
m06800825,1,8791
thiy71,1,8795
FallRed,1,8801
PanAndy,1,8808
galloon,1,8821
justlun,1,8825
Capufish,1,8826
chieftaincy,1,8830
Louis819,1,8838
uning09,1,8864
Skyblueway,1,8869
jamesanna,1,8870
mike03486,1,8877
shihfva,1,8882
keano1402,1,8889
mx6766,1,8899
teddy72,1,8918
instinct4,1,8920
JustOneJFS,1,8931
aeiou335,1,8932
b7278622,1,8939
stu9304,1,8940
rufugy,1,8945
Cynthiahappy,1,8963
kohaku323,1,8972
dreamhunters,1,8974
setup911,1,9048
kuremaVa,1,9094
suckabian,1,9118
ibanes,1,9142
solhuang,1,9145
sartan,1,9174
zodance,1,9198
stormcrow,1,9211
feather3,1,9303
qq014,1,9306
u87803170,1,9327
csi9507121,1,9345
yawns,1,9406
bestmoe,1,9453
ap9292,1,9457
Ryushui,1,9550
at7450587,1,9608
logate,1,9617
CK5566,1,9639
jazar,1,9676
sh0032385,1,9686
Lance0616,1,9692
SRoach,1,9698
ss3752,1,9778
nges10310,1,9847
heroboy,1,9944
a2382307,1,9964
gginindr,1,9968
dichotomyptt,1,9988
pengjoker,1,10020
vikkibai,1,10024
lai830902,1,10060
pig12134,1,10073
esoda0111,1,10074
chejey11,1,10118
jhoujhou,1,10142
fred0780,1,10246
moodhunter,1,10259
ferran,1,10305
seaice,1,10335
rabbirai,1,10376
Kanenning,1,10377
kobana,1,10411
mk08281207,1,10412
pickD,1,10533
lilylo,1,10541
uccblackk,1,10618
loserfatotak,1,10640
dichter,1,10657
Z727808260,1,10687
lockbolt,1,10694
k7909916k,1,10704
hlhl,1,10741
Fenoxycarb,1,10748
snopur,1,10753
AstrayKnight,1,10764
ms0286018,1,10765
simonqq,1,10816
weido666,1,10890
cheetahspeed,1,10892
ling43235,1,10907
wseb,1,10921
Sawilliam,1,10970
ruby00514,1,10986
chys,1,11022
love811222,1,11023
huigo,1,11031
y2k27,1,11108
kkmaninptt,1,11189
pinhanpaul,1,11202
point09247,1,11234
fundoshi,1,11235
newban,1,11249
l03242003,1,11261
hlsu3a82k7,1,11280
WuKong,1,11295
amberbow,1,11300
allego0227,1,11342
sasinko,1,11348
leolcw,1,11397
ceoho,1,11406
lunasi,1,11410
walayhot,1,11412
nicholas5615,1,11433
LT134P,1,11460
icem,1,11469
george0502,1,11471
oo2525,1,11575
chenyjptt,1,11579
acquisition,1,11622
nalawhat,1,11631
kosch,1,11648
krem,1,11653
j210749133,1,11659
moo971118,1,11663
windthinking,1,11670
bebebobo,1,11710
vfe,1,11751
andy16532,1,11761
pulolesu,1,11798
ataki,1,11802
GABA,1,11819
gygy2020,1,11824
mikejhou,1,11835
kirakirei,1,11890
ssdd123589,1,11921
VAIO911,1,11978
pudge,1,11988
RichTiger,1,11989
ilove30and,1,12020
QBey,1,12045
Cpan117,1,12046
okichan,1,12047
snowmag,1,12048
theeht,1,12049
coon182,1,12050
EXZUSIC,1,12051
threebig,1,12052
Ben40,1,12053
f051372,1,12054
ArSaBuLu,1,12058
afiend0927,1,12059
Soichiro,1,12060
yulis,1,12061
yankeehater,1,12062
godkillwe,1,12064
ash9911911,1,12065
NBLullaby,1,12067
njxmzxc,1,12068
s844012,1,12069
dearjohn307,1,12087
GGYY303,1,12153
a3021214,1,12208
xinxin3120,1,12249
terryhot,1,12250
yoiverson,1,12251
jason050117,1,12253
porten812,1,12254
takashi01,1,12337
sayhiorhello,1,12362
kirk0611,1,12380
Usoppu,1,12412
lureshin,1,12461
shendale33,1,12520
powerwhere,1,12610
RyanTu21,1,12714
filix9237,1,12781
karta2164480,1,12814
ralfman,1,12839
indie2020,1,12900
Ghamu,1,12901
imrt,1,12923
hegemon,1,12997
dnaangel,1,13038
masoho,1,13049
pizip,1,13075
jay19910413,1,13105
bigfeetkaka,1,13172
ms0007912,1,13185
luna2000sea,1,13194
voyage0131,1,13197
edsionQ,1,13200
freefeels,1,13400
mecheers,1,13406
magicbook123,1,13407
FreshPun,1,13408
theword,1,13412
rex44391,1,13413
darkfantasy,1,13426
ihcmai,1,13438
monica,1,13439
candy781210,1,13454
dragon21503,1,13479
lubintan,1,13519
wtsf,1,13635
fjtc12,1,13654
geniuskai,1,13680
ahahahahah,1,13724
waterice0902,1,13741
bbc0509,1,13759
shin840628,1,13787
STYLISHTINT,1,13790
Taiga817234,1,13797
rinkai,1,13799
psfjcy,1,13810
mogli,1,13811
lynnie,1,13818
godevil621,1,13827
gkt59488,1,13831
vul32k6xjp6,1,13840
XiaKo,1,13841
hank830320,1,13843
abakama,1,13846
littlesss,1,13856
onlyiverson,1,13896
colo,1,13912
hl25572004lf,1,13945
greenruler,1,13965
jiangchaoyou,1,13979
little96,1,13986
j1o2s3e4p5h6,1,13991
swanper,1,14007
Galactus,1,14010
pp938077,1,14016
TZUKI,1,14027
h7382,1,14031
mark00987,1,14038
ga030468,1,14046
hdm,1,14047
tdlions,1,14051
hongdagg,1,14052
n1m5w8tsarp,1,14053
yia555,1,14054
bos820103,1,14059
ibeck,1,14064
inegegoo,1,14069
likecook19,1,14076
yomo2,1,14081
xeiten,1,14113
zaxqsc,1,14206
williamhan,1,14225
opb1020,1,14287
hsienhsien0,1,14439
augustus92,1,14582
smart1989,1,14607
conipop,1,14610
Vinglover,1,14624
superstu,1,14631
halfjustice,1,14632
anson26666,1,14662
coorsbarry,1,14667
cindy090806,1,14676
mary0228,1,14680
CHSH321,1,14685
tanhagh,1,14695
hrak49,1,14699
Atropos0723,1,14700
po33,1,14702
suyusian,1,14704
haven8774,1,14705
blingj,1,14707
EEspresso,1,14708
bbigcat,1,14723
zeeda,1,14746
colacork,1,14747
kobe142435,1,14788
minoru04,1,14807
jang2,1,14811
yora,1,14815
yougottt,1,14882
tantai99,1,14897
fancer,1,14905
aries5420,1,14933
helen20359,1,15033
pp76978,1,15083
QoiiwWe,1,15123
fang314,1,15155
Sapindus,1,15205
applegoodeat,1,15218
holmes1000,1,15282
shinerkr,1,15284
nyu5765,1,15291
huangcasper,1,15305
david41011,1,15307
CAIJEIWEN,1,15314
ballbrother,1,15325
fdisk,1,15342
kopy0128,1,15345
Apalus,1,15347
onlytiger,1,15360
mg14999,1,15372
Barrack,1,15376
nn9701,1,15377
windway,1,15378
AE87,1,15386
Wojnarowski,1,15397
lin10eagle,1,15398
koruse,1,15402
awholecrazy,1,15406
alex85,1,15412
angus1205,1,15421
lions6314,1,15425
louiejgidk,1,15429
hopanala,1,15431
hcw781116,1,15438
jrCHANG,1,15450
tarzan5438,1,15453
REDROSES,1,15456
jerry710,1,15459
colorboxs,1,15461
doublemouse,1,15469
CINBIN,1,15470
tien121,1,15472
dianalf,1,15473
leo11683,1,15483
soeasylai,1,15484
Kamollion,1,15485
iforu999,1,15486
JrJae,1,15493
ktpss90005,1,15495
campoland,1,15504
ashin234422,1,15509
markjane100,1,15512
qwerrty,1,15516
DiviNeapple,1,15525
dailai6163,1,15526
largebra,1,15528
st88mm,1,15529
hrykirito123,1,15531
jim2957,1,15535
jascha,1,15537
adaadaadaben,1,15540
pay9697,1,15542
wz70403,1,15545
OOOoo918,1,15555
django007,1,15667
sbumboy,1,15672
Maserati1914,1,15722
mipyy,1,15748
GoogleHsuang,1,15758
swattw,1,15761
kevinken,1,15770
Akahango,1,15773
ishimaru,1,15776
snowsdream,1,15778
mickeychen,1,15781
Lukechao,1,15782
wynne556699,1,15785
bloodartanis,1,15788
ibukitsuki,1,15796
piqidibi,1,15797
RainbowColor,1,15802
master2102,1,15804
s91031cc,1,15808
bella0902,1,15809
